PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI_Bucket
22.06,50.03,0.84,5.6,3.58,2.63,0.76,1.01,42.45,Satisfactory
29.36,66.82,0.83,3.86,2.69,3.2,0.63,1.28,51.91,Satisfactory
29.4,71.05,0.96,4.31,2.97,3.16,0.7,2.87,47.6,Satisfactory
29.84,67.66,0.87,4.12,2.82,2.95,0.84,1.95,49.38,Satisfactory
29.96,62.29,0.89,4.54,3.11,2.73,0.89,1.98,54.35,Satisfactory
27.02,59.77,0.78,3.83,2.65,2.6,0.85,1.15,58.07,Satisfactory
28.08,65.59,0.79,4.4,2.91,2.83,0.86,1.13,46.32,Satisfactory
29.0,60.17,2.7,5.62,3.22,2.97,0.86,1.02,49.61,Satisfactory
29.11,60.55,1.62,5.77,3.29,3.06,0.91,2.54,48.69,Satisfactory
27.8,54.56,1.62,5.62,3.22,3.05,0.88,2.66,45.55,Satisfactory
25.36,51.86,1.62,7.6,4.31,3.11,1.01,1.8,37.88,Satisfactory
27.7,56.55,1.56,6.93,3.7,2.87,0.94,1.79,39.21,Satisfactory
23.75,44.77,1.13,6.31,3.78,3.23,0.88,0.64,44.07,Satisfactory
19.82,42.03,1.48,5.74,3.32,3.13,0.96,0.63,44.89,Satisfactory
6.75,32.47,1.66,5.4,3.11,2.74,0.97,1.39,47.52,Satisfactory
20.85,41.85,2.03,5.2,3.03,3.2,0.95,1.41,52.09,Satisfactory
14.08,28.42,1.56,5.06,2.94,3.5,0.72,1.59,60.65,Satisfactory
20.29,40.08,1.62,6.53,3.86,3.5,0.93,2.48,55.08,Satisfactory
22.56,44.12,1.54,6.67,3.76,3.22,0.82,4.42,53.82,Satisfactory
23.4,53.12,1.09,5.21,3.25,3.13,0.89,2.4,55.52,Satisfactory
24.68,59.62,1.2,8.44,4.88,3.11,1.04,0.78,44.53,Satisfactory
24.35,59.02,1.5,4.8,2.83,2.88,0.98,3.05,39.2,Satisfactory
23.93,56.52,1.06,5.78,12.73,2.8,0.89,2.75,47.45,Satisfactory
21.05,49.07,1.53,6.15,3.47,2.65,1.03,2.96,55.71,Satisfactory
20.83,49.94,1.48,4.25,2.87,2.69,0.93,2.37,51.43,Satisfactory
31.21,87.96,1.01,4.94,12.15,2.63,1.09,3.95,38.65,Satisfactory
34.33,103.25,1.65,6.93,3.83,2.47,1.02,2.85,41.05,Satisfactory
33.84,100.42,1.84,5.31,3.06,2.45,0.88,3.69,46.24,Moderate
29.95,97.18,1.62,3.39,2.38,2.48,0.8,3.27,47.52,Satisfactory
35.81,110.95,2.05,5.26,2.91,2.68,1.04,3.35,42.12,Moderate
28.5,88.32,2.11,3.87,2.66,2.6,1.02,3.25,34.79,Satisfactory
24.2,67.7,1.2,4.36,6.91,2.36,0.98,2.34,33.48,Satisfactory
22.41,64.57,1.45,5.45,3.09,2.47,0.84,2.03,39.01,Satisfactory
21.15,56.44,2.38,5.88,3.3,2.4,0.87,2.32,48.23,Satisfactory
19.17,54.42,1.41,5.04,2.85,2.59,0.82,1.81,40.41,Satisfactory
17.72,48.58,1.38,4.43,2.55,2.53,0.78,2.31,45.35,Satisfactory
15.1,44.81,1.09,3.33,7.04,2.33,0.87,1.96,32.67,Satisfactory
15.51,44.75,1.44,4.64,2.68,2.35,0.95,1.44,33.63,Satisfactory
15.45,45.92,1.37,4.66,2.7,2.38,1.31,3.05,36.62,Satisfactory
20.14,58.16,1.52,3.65,6.45,2.28,2.44,4.11,40.85,Moderate
22.57,65.88,1.48,4.94,2.81,2.28,3.31,4.11,32.72,Moderate
22.07,55.7,0.99,3.56,7.8,1.99,2.02,3.04,47.85,Moderate
15.62,46.85,1.41,4.06,2.29,1.84,0.64,6.34,39.76,Satisfactory
27.99,62.22,1.99,6.66,3.96,1.97,0.81,3.95,29.81,Satisfactory
31.07,72.77,1.24,5.52,3.06,1.99,0.72,4.4,36.36,Satisfactory
26.95,64.09,1.66,6.85,3.94,1.8,0.68,3.89,38.44,Satisfactory
19.94,51.78,0.89,4.18,2.38,1.82,0.67,5.65,28.39,Satisfactory
15.06,31.31,0.62,5.71,2.83,2.07,0.38,5.51,31.63,Satisfactory
9.71,29.58,0.71,12.1,6.97,1.79,0.64,2.22,39.82,Satisfactory
12.44,34.61,1.1,4.36,2.5,1.67,0.5,1.25,37.65,Good
17.4,52.68,1.19,4.78,2.72,1.85,0.55,1.47,32.51,Good
29.1,77.25,1.19,4.62,2.56,1.8,0.54,2.62,28.04,Satisfactory
27.92,76.55,0.84,3.13,2.05,1.64,0.55,2.02,39.68,Satisfactory
25.3,78.76,1.32,4.33,2.43,1.57,0.68,0.83,38.47,Satisfactory
20.1,49.86,1.38,4.67,2.58,1.56,0.62,1.22,32.62,Satisfactory
22.08,54.8,0.87,2.76,1.86,1.63,0.62,2.22,30.08,Satisfactory
13.33,35.77,0.55,2.43,1.74,1.4,0.46,1.6,21.26,Good
9.27,29.82,1.1,4.09,2.39,2.4,0.65,1.38,35.1,Good
10.76,27.21,1.02,3.46,1.99,1.99,0.59,1.02,36.69,Satisfactory
19.83,45.83,0.76,5.01,2.75,1.71,0.77,2.91,28.36,Good
13.93,33.76,0.99,4.5,2.43,1.48,0.74,1.74,29.83,Satisfactory
6.51,25.46,1.22,4.26,2.35,1.3,0.71,1.44,33.93,Satisfactory
7.83,24.78,0.92,3.12,1.84,1.29,0.56,2.03,27.8,Good
9.9,23.83,1.28,4.48,2.44,1.29,0.55,2.22,33.91,Satisfactory
10.26,47.92,1.07,2.21,8.95,10.74,0.08,1.77,14.52,Good
5.75,22.78,0.66,1.35,1.15,9.82,0.43,2.28,21.71,Satisfactory
23.62,55.51,0.72,2.15,8.74,6.04,0.65,2.4,13.52,Satisfactory
13.04,50.75,1.44,2.32,5.42,6.75,0.63,0.65,14.73,Satisfactory
13.43,45.05,1.01,2.24,5.93,6.06,0.58,0.95,14.21,Good
17.03,46.9,1.1,3.08,9.72,6.12,0.68,2.32,14.87,Good
8.74,40.2,1.62,2.69,9.83,5.96,0.6,2.39,14.65,Good
9.89,36.12,1.81,2.32,10.09,5.6,0.77,0.94,15.03,Good
11.09,43.52,1.54,3.27,9.76,4.98,0.79,1.68,15.31,Good
12.48,34.86,1.57,3.29,15.43,5.57,0.82,0.65,17.14,Good
6.33,27.34,1.09,3.63,11.09,5.24,0.63,1.64,21.12,Satisfactory
11.48,38.57,0.95,3.32,11.1,3.27,0.81,1.87,14.24,Satisfactory
15.2,49.52,0.97,3.42,11.24,3.23,0.78,1.69,16.23,Satisfactory
13.47,28.95,1.38,2.83,10.62,2.4,0.55,1.6,17.67,Good
8.94,26.17,0.98,2.21,16.66,2.78,0.62,1.26,17.75,Good
10.82,26.83,0.9,3.69,7.24,2.45,0.64,1.34,22.66,Satisfactory
11.84,33.66,0.88,4.49,7.65,2.32,0.68,0.41,23.55,Satisfactory
24.32,49.88,1.13,6.3,8.58,2.55,0.82,0.96,33.61,Satisfactory
23.27,50.61,0.88,5.22,8.03,2.19,0.77,1.54,23.15,Satisfactory
17.42,37.18,0.82,3.62,2.21,1.97,0.64,0.97,22.26,Good
10.78,27.74,0.74,2.95,11.58,1.92,0.57,1.66,24.72,Good
9.3,26.98,0.85,3.48,11.78,1.68,0.61,1.31,26.31,Good
10.93,29.01,1.09,3.86,12.46,1.51,0.64,0.77,28.26,Satisfactory
8.52,29.39,1.18,4.25,2.36,1.48,0.73,1.97,25.37,Satisfactory
4.25,21.07,0.79,3.55,1.93,1.5,0.56,0.9,26.2,Good
7.19,17.91,1.05,3.88,2.14,1.78,0.42,1.96,24.33,Good
7.22,21.05,1.03,3.01,1.76,1.78,0.33,0.86,28.29,Good
6.05,16.86,1.09,2.19,11.27,1.72,0.42,0.71,29.51,Good
7.62,21.08,0.86,3.24,1.84,1.84,0.57,1.03,29.77,Satisfactory
10.07,26.21,1.0,3.39,1.92,1.69,0.56,0.89,34.61,Satisfactory
13.25,29.58,0.72,3.99,2.24,1.71,0.7,1.33,31.47,Satisfactory
17.72,39.38,0.63,3.92,2.11,1.77,0.77,1.1,25.1,Satisfactory
12.16,35.43,1.0,4.98,2.75,1.74,0.88,2.38,24.0,Satisfactory
19.32,43.83,0.94,5.0,7.81,1.74,0.96,0.68,25.25,Satisfactory
14.56,44.4,0.92,3.32,11.82,1.61,0.92,0.42,23.69,Satisfactory
12.96,39.89,0.73,3.99,7.08,1.55,1.12,1.3,21.95,Satisfactory
10.63,35.98,0.96,3.76,2.11,1.53,1.67,1.23,20.01,Satisfactory
11.22,31.15,0.85,2.88,6.8,1.54,2.74,1.5,20.06,Moderate
15.15,33.9,1.14,3.61,2.02,1.51,0.68,0.44,22.94,Good
9.24,45.88,0.92,3.85,2.21,1.21,0.77,1.72,22.3,Satisfactory
13.06,44.31,0.94,3.9,11.36,1.54,0.83,0.59,19.2,Satisfactory
11.41,38.04,0.85,2.71,1.67,1.5,0.65,1.09,18.84,Good
14.64,48.38,1.11,2.87,1.59,1.37,0.67,1.07,21.47,Satisfactory
10.62,34.72,1.02,2.93,6.77,1.55,0.68,1.87,20.78,Satisfactory
9.83,27.68,0.75,3.28,1.95,1.54,0.68,1.32,22.28,Satisfactory
8.62,29.48,1.31,3.81,2.03,1.81,0.68,1.93,24.38,Satisfactory
8.51,23.3,0.9,4.02,7.36,1.79,0.72,1.89,23.87,Satisfactory
4.8,16.95,1.08,3.29,1.97,1.89,0.51,0.71,31.41,Satisfactory
4.44,14.72,0.9,2.34,1.32,2.01,0.39,0.89,30.75,Good
5.56,17.06,0.89,2.29,1.51,2.14,0.45,0.94,31.66,Good
9.0,21.22,1.03,3.85,2.12,1.85,0.59,2.11,30.56,Satisfactory
7.9,24.9,0.91,3.94,2.19,1.64,0.63,1.13,31.87,Good
15.08,33.7,0.93,3.66,2.28,1.82,0.6,2.15,33.88,Satisfactory
10.74,28.25,0.91,3.35,1.9,1.8,0.63,0.95,28.9,Satisfactory
21.0,40.48,0.96,5.03,2.75,1.55,0.81,1.17,24.18,Satisfactory
21.45,42.58,0.86,3.74,2.15,1.64,0.72,0.55,26.49,Satisfactory
19.93,39.9,0.97,4.98,2.78,1.49,0.74,1.43,27.55,Satisfactory
20.37,38.29,0.85,4.17,2.35,1.54,0.72,1.08,21.62,Good
13.58,31.07,0.73,3.64,2.15,1.44,0.67,1.36,19.92,Good
8.02,23.18,1.37,4.01,2.12,1.44,0.7,0.73,22.72,Good
7.98,22.64,0.84,3.03,6.66,1.66,0.63,1.57,26.12,Good
12.11,30.07,1.16,3.65,2.08,1.65,0.64,1.79,30.67,Good
6.82,21.39,1.11,3.12,1.81,1.7,0.59,1.36,31.24,Good
6.9,18.76,1.22,3.35,1.96,1.52,0.71,2.02,26.6,Satisfactory
9.75,21.27,0.9,3.98,2.09,1.42,0.7,1.65,30.35,Satisfactory
27.82,23.28,0.9,3.75,2.15,1.31,0.7,1.05,27.47,Satisfactory
15.48,31.92,0.92,3.61,2.06,1.33,0.67,1.29,26.61,Good
14.76,30.21,0.87,3.96,2.13,1.47,0.72,1.23,26.98,Satisfactory
13.65,39.05,0.88,3.86,11.85,1.33,0.66,1.34,19.78,Good
10.55,28.91,0.88,2.97,1.79,1.24,0.68,1.38,18.16,Good
9.84,26.69,1.11,3.51,1.94,1.27,0.81,1.03,16.1,Satisfactory
11.17,27.66,0.97,3.32,1.95,1.23,0.84,1.21,15.35,Satisfactory
15.35,23.82,0.96,3.68,2.0,1.02,0.77,0.99,16.2,Satisfactory
11.81,21.87,1.21,3.52,2.07,1.2,0.81,0.61,12.12,Satisfactory
9.23,19.67,0.94,3.35,1.91,1.07,0.78,1.81,13.47,Satisfactory
13.71,27.82,0.89,4.12,7.48,1.04,0.82,2.75,15.58,Satisfactory
12.5,29.74,0.75,3.08,1.83,1.16,0.77,1.04,17.62,Satisfactory
14.83,30.69,0.77,2.7,1.62,1.27,0.8,1.22,15.78,Satisfactory
11.86,27.14,0.77,2.66,1.56,1.39,0.7,1.33,24.46,Good
13.06,28.23,0.54,1.42,1.2,1.4,0.67,0.58,20.23,Good
17.36,33.53,0.62,3.3,1.93,1.3,0.73,1.25,23.88,Good
14.02,30.52,0.72,3.17,1.86,1.29,0.77,1.01,20.82,Good
13.42,29.57,0.96,3.34,1.92,1.21,0.8,0.63,19.0,Satisfactory
19.32,32.68,1.02,3.66,2.05,1.16,0.87,0.89,23.53,Satisfactory
18.6,34.76,0.81,4.01,2.24,1.25,0.94,0.82,19.0,Satisfactory
9.92,22.19,1.08,3.57,1.95,1.24,0.85,1.09,19.97,Satisfactory
8.66,22.42,0.94,3.64,2.07,1.26,0.93,1.81,19.32,Satisfactory
17.5,33.56,0.96,3.44,2.03,1.41,0.88,1.0,20.32,Satisfactory
15.18,36.12,0.88,3.01,1.8,1.44,0.82,1.52,23.26,Satisfactory
11.18,33.91,0.78,3.16,1.84,1.43,0.84,1.12,20.47,Good
10.28,20.84,0.92,2.99,1.74,1.37,0.99,1.13,20.1,Satisfactory
4.78,22.3,1.43,3.09,1.95,1.16,1.13,2.08,20.74,Satisfactory
10.07,22.76,1.12,4.03,2.26,1.15,1.07,1.85,25.34,Satisfactory
13.82,26.74,1.07,4.22,2.49,1.17,1.24,1.98,26.03,Satisfactory
15.46,32.4,0.89,4.81,2.62,1.33,1.08,0.89,30.49,Satisfactory
18.97,33.81,0.96,3.63,2.09,1.51,1.01,0.64,36.42,Satisfactory
15.58,29.1,0.95,3.57,2.08,1.54,1.33,0.94,32.53,Satisfactory
10.55,20.95,1.32,3.72,2.14,1.63,3.04,1.31,29.58,Moderate
11.16,27.22,0.96,4.45,2.4,1.82,1.58,0.78,25.66,Moderate
16.49,30.45,0.77,3.69,2.17,1.83,0.89,1.17,36.25,Satisfactory
17.66,28.85,0.67,4.29,2.44,1.81,0.97,0.51,36.78,Satisfactory
15.35,31.23,0.84,4.26,2.39,1.86,0.9,0.75,32.22,Satisfactory
16.49,33.07,0.7,3.0,1.9,1.86,0.85,1.42,33.96,Satisfactory
13.44,28.23,0.81,3.25,1.93,1.72,0.75,1.79,36.08,Satisfactory
7.42,22.56,0.85,3.18,1.88,1.61,0.74,1.21,28.73,Good
7.99,19.94,0.64,3.36,1.94,1.84,0.7,0.89,37.35,Satisfactory
15.64,34.77,1.0,4.8,2.6,2.03,0.9,1.73,29.73,Satisfactory
18.4,33.61,0.98,4.23,2.42,2.02,0.84,0.95,40.39,Satisfactory
12.32,29.79,0.7,4.47,2.5,1.88,0.9,2.16,29.86,Satisfactory
8.51,28.76,0.94,4.36,7.54,1.57,0.97,1.38,13.35,Satisfactory
9.63,21.86,0.66,2.97,6.73,1.78,0.75,1.55,15.9,Satisfactory
17.32,28.23,0.85,4.47,2.49,3.24,0.95,1.04,14.38,Satisfactory
16.53,29.12,0.85,4.47,7.6,3.38,1.09,0.92,15.67,Satisfactory
17.68,33.51,1.04,4.57,2.55,2.64,1.07,1.93,21.96,Satisfactory
8.59,20.77,0.76,4.52,2.56,2.39,0.91,1.25,20.8,Satisfactory
27.8,23.21,0.77,3.85,2.23,1.9,0.94,1.18,18.36,Satisfactory
16.05,22.5,0.84,3.44,2.03,2.08,0.81,1.72,30.12,Satisfactory
8.03,21.1,1.09,4.11,2.38,1.98,0.91,1.43,26.67,Satisfactory
24.0,33.55,0.59,3.58,2.22,1.8,1.16,2.18,26.54,Satisfactory
41.09,37.78,0.65,3.14,2.04,1.66,1.0,0.73,25.26,Satisfactory
39.27,36.28,0.52,2.34,1.61,1.69,0.84,1.29,23.88,Satisfactory
30.64,42.3,0.53,2.52,1.74,1.62,0.85,1.58,27.95,Satisfactory
14.82,35.83,0.52,3.14,2.03,1.48,1.13,1.47,26.25,Satisfactory
18.2,33.99,0.52,2.43,1.65,1.35,1.02,1.11,27.21,Satisfactory
3.18,10.54,0.53,2.55,1.65,1.3,0.76,0.97,31.97,Satisfactory
7.75,12.23,0.63,2.88,1.93,1.3,0.82,1.07,39.53,Satisfactory
13.74,28.72,0.67,4.03,2.49,1.46,1.03,2.54,27.43,Satisfactory
22.02,37.35,0.58,3.87,2.47,1.55,1.04,5.44,30.05,Satisfactory
19.35,31.71,0.88,2.6,1.89,1.42,0.95,9.18,34.48,Satisfactory
17.01,27.28,0.93,2.92,2.11,1.6,0.92,9.53,36.96,Satisfactory
26.2,50.49,0.97,3.85,2.52,1.77,1.09,10.17,37.51,Satisfactory
21.36,50.81,0.92,3.98,2.57,1.97,1.1,9.44,41.04,Satisfactory
21.4,45.02,0.9,3.18,2.18,2.09,0.95,9.01,40.88,Satisfactory
19.01,47.27,0.96,3.47,2.26,2.61,1.08,8.21,32.8,Satisfactory
14.52,31.08,0.88,2.51,1.84,2.47,1.01,9.28,35.34,Satisfactory
9.64,30.39,0.94,2.16,1.68,2.38,1.02,8.68,32.36,Satisfactory
18.73,39.27,0.92,3.25,2.14,3.16,1.12,9.43,38.87,Satisfactory
21.32,49.25,0.92,4.56,2.93,4.71,1.26,8.44,34.03,Satisfactory
39.67,67.61,0.94,5.78,3.49,4.29,1.83,10.05,35.31,Satisfactory
28.95,56.88,1.09,5.87,3.35,3.38,3.71,9.64,28.46,Moderate
22.08,48.96,0.93,4.16,2.84,3.43,2.03,9.71,34.36,Moderate
21.53,35.95,0.57,3.55,2.18,2.77,4.11,9.91,24.68,Moderate
13.55,27.57,0.88,2.59,1.87,2.85,0.83,7.1,27.76,Satisfactory
30.45,51.91,0.52,4.45,2.53,2.67,1.06,7.93,31.24,Satisfactory
25.22,45.85,5.19,14.47,10.82,5.04,1.08,8.84,25.21,Satisfactory
22.23,43.29,10.09,17.41,17.46,12.84,1.01,9.3,28.4,Satisfactory
24.63,39.84,12.3,21.11,21.23,11.54,1.09,9.27,24.04,Satisfactory
16.2,35.35,10.12,21.44,19.49,11.82,1.12,9.61,27.77,Satisfactory
22.78,53.49,15.77,23.24,23.25,11.04,1.5,8.61,17.12,Satisfactory
19.88,49.09,8.13,18.38,16.26,11.36,1.13,9.27,32.53,Satisfactory
20.91,42.3,10.11,20.14,18.93,10.05,1.24,8.56,29.64,Satisfactory
23.36,47.81,12.82,26.13,24.32,11.06,1.32,9.23,33.3,Satisfactory
39.81,65.38,11.52,24.52,22.41,11.69,1.3,9.93,32.06,Satisfactory
22.79,40.69,12.94,21.22,21.79,10.36,1.2,8.17,29.61,Satisfactory
22.79,49.72,10.07,21.72,19.74,10.26,1.29,8.76,27.88,Satisfactory
11.23,25.41,11.01,20.93,20.08,7.95,1.1,7.86,22.96,Satisfactory
11.17,13.3,7.47,9.46,11.05,8.1,0.8,7.79,24.27,Satisfactory
16.88,31.62,10.56,16.98,17.62,8.71,1.12,8.27,27.85,Satisfactory
25.81,51.14,17.12,24.3,26.85,7.4,1.63,9.56,21.71,Satisfactory
27.99,52.39,17.56,23.43,26.66,8.48,1.47,8.54,26.59,Satisfactory
37.99,58.52,12.38,17.64,19.31,9.35,1.2,8.2,32.49,Satisfactory
32.3,58.0,8.9,18.07,16.84,10.18,1.14,8.98,58.08,Satisfactory
24.68,64.6,8.0,21.04,17.66,10.57,1.34,9.09,39.31,Satisfactory
17.82,39.35,8.27,14.82,14.57,9.93,1.16,8.48,40.55,Satisfactory
17.78,44.54,10.73,24.86,21.91,9.65,1.33,9.68,43.46,Satisfactory
27.24,57.7,10.02,23.66,20.7,11.18,1.33,9.46,45.3,Satisfactory
34.11,59.92,10.47,24.62,21.56,11.78,1.4,9.49,40.34,Satisfactory
27.66,49.24,9.75,23.7,20.5,11.67,1.4,9.24,42.26,Satisfactory
39.57,61.92,8.91,21.3,18.53,11.86,1.44,9.56,41.61,Satisfactory
17.89,42.06,8.57,14.27,14.52,9.53,1.3,8.33,32.31,Satisfactory
19.4,46.41,12.46,21.04,21.28,10.09,1.47,8.9,31.46,Satisfactory
32.25,63.77,12.38,26.23,23.97,10.36,1.56,11.62,40.86,Satisfactory
29.26,51.31,6.96,12.41,12.22,12.02,1.2,7.76,43.04,Satisfactory
34.5,66.25,8.7,30.54,23.3,11.91,1.49,11.15,47.89,Satisfactory
21.36,48.09,11.13,22.06,20.74,12.28,1.39,10.05,38.84,Satisfactory
29.94,57.02,10.27,24.17,21.16,12.42,1.56,9.48,29.93,Satisfactory
30.65,52.52,15.45,24.07,25.32,11.7,1.58,10.2,39.35,Moderate
38.11,63.31,9.09,21.6,18.84,12.0,1.53,9.74,46.2,Satisfactory
44.8,68.62,9.91,23.69,20.62,12.09,1.66,9.65,42.96,Satisfactory
51.96,80.62,19.87,29.92,32.04,12.66,1.94,9.43,38.6,Moderate
36.39,58.38,8.72,16.66,15.91,13.11,1.56,9.57,46.83,Satisfactory
12.52,38.64,8.87,16.21,15.81,11.92,1.59,9.48,47.93,Satisfactory
21.29,49.14,31.49,24.75,38.7,10.92,1.89,9.29,29.09,Moderate
32.54,62.85,16.91,29.29,28.18,14.12,1.63,8.58,37.06,Satisfactory
45.06,72.67,10.38,27.49,23.01,9.93,2.26,9.3,44.11,Moderate
44.74,73.72,10.75,27.32,23.22,9.58,1.94,8.64,43.56,Moderate
40.42,68.57,11.58,26.8,23.62,10.18,1.49,9.03,40.43,Satisfactory
35.96,65.09,9.66,23.08,20.09,12.88,1.41,10.15,42.93,Satisfactory
36.18,60.26,9.42,21.04,18.82,13.5,0.96,8.78,37.71,Satisfactory
39.12,65.79,12.86,24.75,23.57,14.34,0.76,8.87,34.07,Satisfactory
30.58,55.05,10.39,19.58,18.82,13.76,0.92,7.68,46.14,Satisfactory
27.03,43.67,8.19,17.5,15.92,13.76,0.85,8.36,43.66,Satisfactory
36.85,74.23,12.41,27.71,24.79,13.68,1.12,9.65,36.49,Satisfactory
30.37,59.51,14.76,30.16,28.0,11.43,1.12,9.47,35.13,Satisfactory
16.57,37.56,7.44,15.99,14.51,10.52,0.84,7.55,35.46,Satisfactory
31.99,57.01,11.33,23.64,21.74,10.42,0.99,8.15,40.21,Satisfactory
46.1,65.95,10.7,24.85,21.84,10.2,1.06,8.58,33.62,Satisfactory
35.23,55.43,11.59,30.0,25.34,10.54,1.01,9.89,46.81,Satisfactory
34.52,50.54,8.91,22.22,19.01,11.28,0.82,10.6,50.65,Satisfactory
45.18,72.0,9.89,26.77,22.24,13.4,0.97,9.13,51.15,Satisfactory
48.75,85.45,9.38,26.54,21.71,12.97,0.91,8.56,58.43,Satisfactory
61.78,90.09,8.02,25.43,20.0,13.8,1.06,8.77,58.14,Satisfactory
47.74,74.82,10.18,27.92,23.08,13.92,0.97,8.71,54.89,Satisfactory
38.16,69.87,9.09,24.09,20.17,14.39,0.95,8.61,54.29,Satisfactory
31.66,59.79,11.3,24.82,22.34,17.61,0.88,9.17,46.57,Satisfactory
28.79,56.6,9.67,23.12,20.12,17.17,0.94,8.79,38.07,Satisfactory
31.86,58.42,12.36,24.67,23.15,15.22,1.15,7.65,29.1,Satisfactory
25.78,52.01,11.01,22.73,20.99,12.71,1.04,8.05,34.92,Satisfactory
22.57,55.34,11.28,22.81,21.27,12.35,0.99,8.46,37.51,Satisfactory
25.61,53.17,12.37,23.56,22.52,11.63,1.06,8.76,33.38,Satisfactory
30.53,60.35,9.63,21.07,19.01,11.88,1.06,7.8,36.8,Satisfactory
29.85,65.88,10.49,22.96,20.7,11.39,1.03,7.75,41.96,Satisfactory
29.88,55.09,8.15,17.18,15.71,9.91,0.85,8.42,52.55,Satisfactory
28.72,59.45,8.98,20.0,17.9,10.35,0.87,9.13,53.33,Satisfactory
38.14,80.21,8.58,22.43,18.86,11.06,0.97,8.24,53.45,Satisfactory
55.14,91.03,8.9,26.53,21.31,10.71,1.13,9.48,52.46,Satisfactory
50.29,88.7,7.82,20.44,17.2,11.9,1.07,9.09,53.25,Satisfactory
43.18,86.73,8.62,23.19,19.26,14.26,1.05,8.28,56.73,Satisfactory
42.92,71.66,8.23,18.95,16.72,14.53,0.92,7.65,51.58,Satisfactory
32.97,57.62,8.1,16.57,15.36,14.34,0.83,7.72,55.43,Satisfactory
38.13,68.97,9.36,24.45,20.58,14.4,1.04,7.37,47.23,Satisfactory
30.37,53.71,9.94,20.46,18.92,14.86,0.88,9.16,44.03,Satisfactory
36.27,62.33,8.88,19.56,17.58,13.96,1.0,8.28,41.08,Satisfactory
27.97,60.73,8.36,17.95,16.31,13.32,0.87,8.51,46.71,Satisfactory
32.0,56.28,9.4,16.95,16.61,12.38,0.92,9.66,40.6,Satisfactory
38.32,61.92,9.56,17.99,17.3,13.06,0.98,10.1,48.19,Satisfactory
36.14,60.54,7.77,18.42,16.08,11.37,0.95,10.59,51.13,Satisfactory
98.87,134.53,8.71,23.62,19.62,19.45,1.29,10.76,52.3,Poor
39.01,70.15,9.95,23.63,20.62,12.64,1.02,11.91,46.07,Satisfactory
36.41,64.86,4.89,22.49,15.94,12.89,1.09,10.17,44.08,Satisfactory
42.33,69.38,9.31,21.5,21.6,14.09,1.15,8.53,43.74,Satisfactory
37.2,63.63,8.61,22.65,27.09,10.73,0.87,5.63,48.64,Satisfactory
44.53,70.41,7.0,20.72,23.14,8.17,0.86,4.36,50.41,Satisfactory
51.95,80.15,8.14,17.85,19.38,9.31,1.02,8.11,46.08,Satisfactory
58.39,82.96,9.66,23.93,29.22,11.5,0.95,5.11,52.61,Moderate
42.38,67.89,6.82,23.28,25.09,8.31,0.73,5.63,63.0,Satisfactory
40.38,67.59,7.61,25.06,27.45,8.77,0.66,6.48,69.11,Satisfactory
48.83,74.67,7.79,27.54,29.23,9.11,0.82,6.87,55.25,Satisfactory
38.85,62.19,9.43,25.97,30.22,10.67,0.79,7.58,43.76,Satisfactory
44.96,68.21,9.26,26.83,30.14,11.39,1.01,6.61,47.92,Satisfactory
32.33,49.54,8.26,22.12,26.02,8.9,0.75,5.49,55.44,Satisfactory
36.26,58.64,10.44,25.2,30.68,10.46,0.99,5.74,42.28,Satisfactory
36.83,61.57,8.61,27.32,30.7,9.83,1.02,6.29,51.43,Satisfactory
38.81,60.79,7.97,24.06,27.43,8.65,1.03,5.08,54.66,Satisfactory
36.46,59.85,6.65,24.81,27.4,10.11,1.1,6.73,51.53,Moderate
38.7,68.88,8.74,28.39,31.28,9.67,1.29,5.78,46.5,Satisfactory
42.26,123.28,9.29,24.9,28.6,9.92,1.07,6.48,52.67,Moderate
32.56,55.13,6.52,17.26,20.74,8.65,0.98,6.67,50.62,Satisfactory
30.9,59.61,8.8,23.26,27.52,9.85,1.39,5.51,47.03,Satisfactory
28.39,50.14,11.74,24.1,31.6,12.44,1.82,4.75,35.92,Satisfactory
40.19,88.17,12.81,24.17,33.09,13.9,2.17,3.82,29.52,Moderate
37.47,63.93,13.16,27.82,37.12,13.63,1.52,4.91,31.83,Moderate
30.49,58.67,10.1,19.07,25.21,11.85,0.73,4.42,27.06,Satisfactory
32.73,55.47,8.31,15.07,15.69,8.02,0.84,6.27,24.6,Satisfactory
28.37,54.46,7.83,10.35,10.24,9.36,0.97,6.45,30.78,Satisfactory
26.95,54.84,7.45,15.07,12.49,7.42,1.05,6.92,37.24,Satisfactory
37.64,62.34,7.18,18.15,15.96,8.27,1.08,6.41,39.97,Satisfactory
29.75,56.42,6.12,17.57,17.83,7.97,1.1,6.12,40.62,Satisfactory
31.49,59.96,6.37,17.69,17.78,7.33,1.05,7.67,44.33,Satisfactory
29.1,54.95,5.68,19.15,19.63,7.22,1.08,7.02,50.3,Satisfactory
31.04,60.48,5.34,15.33,15.23,7.63,0.92,8.57,47.0,Satisfactory
25.49,53.51,7.55,11.74,12.35,10.8,0.74,8.75,43.06,Satisfactory
30.67,60.2,5.67,16.04,14.77,9.49,0.93,8.27,45.65,Satisfactory
39.09,70.74,5.32,15.24,15.24,7.25,1.03,7.16,41.94,Satisfactory
20.54,47.79,6.42,16.74,18.01,7.09,1.04,7.17,41.09,Satisfactory
